Results of 
DepthFilter: -10000.0 - 0.0 meters
	
- - - - - - - - - - - - - - - - - - - -

(58.25, -155.14), mag = -1.30, depth = -3540.00, title = 101km ESE of King Salmon, Alaska
(35.61, -117.41), mag = 1.60, depth = -2190.00, title = 18km S of Trona, CA
(35.64, -117.42), mag = 1.60, depth = -9610.00, title = 14km S of Searles Valley, CA
(38.83, -122.80), mag = 1.60, depth = -2500.00, title = 6km W of Cobb, CA
(38.79, -122.77), mag = 1.60, depth = -540.00, title = 2km NW of The Geysers, CA
(35.61, -117.40), mag = 1.60, depth = -7440.00, title = 17km S of Trona, CA
(37.48, -118.79), mag = 1.60, depth = -1620.00, title = 13km SW of Toms Place, CA
(34.28, -117.59), mag = 1.60, depth = -9450.00, title = 9km WNW of Lytle Creek, CA
(36.11, -117.87), mag = 1.60, depth = -1930.00, title = 10km NE of Coso Junction, CA
(35.78, -117.60), mag = 1.60, depth = -7250.00, title = 17km W of Searles Valley, CA
(35.90, -117.72), mag = 1.60, depth = -2440.00, title = 17km ESE of Little Lake, CA
(33.50, -116.45), mag = 1.60, depth = -4900.00, title = 21km ESE of Anza, CA
(38.80, -122.77), mag = 1.60, depth = -430.00, title = 3km NNW of The Geysers, CA
(35.44, -118.31), mag = 1.60, depth = -9180.00, title = 24km SE of Bodfish, CA
(41.04, -121.67), mag = 1.60, depth = -3740.00, title = 17km N of Burney, CA
(33.89, -118.27), mag = 1.60, depth = -5160.00, title = 3km SSW of Willowbrook, CA
(35.86, -117.69), mag = 1.60, depth = -6920.00, title = 21km ESE of Little Lake, CA
(36.11, -117.85), mag = 1.60, depth = -1860.00, title = 11km NE of Coso Junction, CA
(38.80, -122.81), mag = 1.60, depth = -3430.00, title = 5km WNW of The Geysers, CA
(35.33, -118.54), mag = 1.60, depth = -2880.00, title = 23km NNW of Tehachapi, CA
(33.47, -116.44), mag = 1.60, depth = -8160.00, title = 23km ESE of Anza, CA
(36.11, -117.86), mag = 1.60, depth = -2390.00, title = 11km NE of Coso Junction, CA
(36.10, -117.86), mag = 1.60, depth = -2280.00, title = 10km NE of Coso Junction, CA
(37.66, -118.85), mag = 1.60, depth = -2760.00, title = 11km ENE of Mammoth Lakes, CA
(39.88, -123.30), mag = 1.60, depth = -8580.00, title = 11km NNW of Covelo, CA
(36.19, -118.17), mag = 1.60, depth = -2870.00, title = 18km SW of Olancha, CA
(35.58, -118.44), mag = 1.60, depth = -8850.00, title = 5km ESE of Bodfish, CA
(34.86, -120.21), mag = 1.60, depth = -4320.00, title = 14km NNE of Los Alamos, CA
(35.69, -117.57), mag = 1.60, depth = -7990.00, title = 12km NE of Ridgecrest, CA
(35.83, -117.65), mag = 1.70, depth = -4970.00, title = 23km N of Ridgecrest, CA
(41.96, -122.04), mag = 1.70, depth = -2900.00, title = 10km W of Dorris, CA
(35.72, -121.06), mag = 1.70, depth = -6960.00, title = 15km NE of San Simeon, CA
(35.91, -117.74), mag = 1.70, depth = -7040.00, title = 16km E of Little Lake, CA
(35.70, -118.09), mag = 1.70, depth = -2070.00, title = 26km WNW of Inyokern, CA
(36.13, -117.86), mag = 1.70, depth = -2710.00, title = 12km NE of Coso Junction, CA
(36.19, -118.17), mag = 1.70, depth = -5120.00, title = 18km SW of Olancha, CA
(37.47, -118.85), mag = 1.70, depth = -8420.00, title = 18km SW of Toms Place, CA
(36.97, -121.46), mag = 1.70, depth = -3900.00, title = 10km ESE of Gilroy, CA
(35.88, -117.72), mag = 1.70, depth = -8910.00, title = 18km ESE of Little Lake, CA
(33.38, -116.37), mag = 1.70, depth = -1470.00, title = 14km N of Borrego Springs, CA
(36.19, -118.17), mag = 1.70, depth = -3220.00, title = 18km SW of Olancha, CA
(35.70, -117.53), mag = 1.70, depth = -6620.00, title = 14km SW of Searles Valley, CA
(33.28, -115.77), mag = 1.70, depth = -3740.00, title = 8km SSW of Bombay Beach, CA
(35.03, -117.68), mag = 1.70, depth = -260.00, title = Quarry Blast - 4km NNW of Boron, CA
(36.77, -121.02), mag = 1.80, depth = -9920.00, title = 27km E of Tres Pinos, CA
(35.96, -117.46), mag = 1.80, depth = -2770.00, title = 23km NNW of Searles Valley, CA
(37.42, -121.76), mag = 1.80, depth = -3050.00, title = 8km NE of Alum Rock, CA
(34.23, -118.59), mag = 1.80, depth = -2480.00, title = 3km SSE of Chatsworth, CA
(35.61, -117.39), mag = 1.80, depth = -8530.00, title = 18km S of Trona, CA
(35.94, -120.49), mag = 1.80, depth = -9550.00, title = 7km NW of Parkfield, CA
(36.11, -117.86), mag = 1.80, depth = -2120.00, title = 11km NE of Coso Junction, CA
(35.79, -117.62), mag = 1.80, depth = -2630.00, title = 20km NNE of Ridgecrest, CA
(38.79, -122.74), mag = 1.80, depth = -1730.00, title = 2km NE of The Geysers, CA
(36.19, -118.17), mag = 1.80, depth = -2830.00, title = 18km SW of Olancha, CA
(36.19, -118.17), mag = 1.80, depth = -3070.00, title = 18km WSW of Olancha, CA
(35.66, -117.49), mag = 1.80, depth = -2220.00, title = 14km SSW of Searles Valley, CA
(36.61, -121.21), mag = 1.90, depth = -6580.00, title = 10km NW of Pinnacles, CA
(36.25, -117.25), mag = 1.90, depth = -5300.00, title = 40km SSW of Stovepipe Wells, CA
(38.83, -122.82), mag = 1.90, depth = -1710.00, title = 8km NW of The Geysers, CA
(36.19, -117.86), mag = 1.90, depth = -2740.00, title = 17km SE of Olancha, CA
(38.81, -122.82), mag = 1.90, depth = -3570.00, title = 7km NW of The Geysers, CA
(38.80, -122.77), mag = 1.90, depth = -770.00, title = 3km NNW of The Geysers, CA
(36.11, -117.86), mag = 1.90, depth = -2220.00, title = 11km NE of Coso Junction, CA
(38.81, -122.82), mag = 1.90, depth = -2190.00, title = 7km WNW of The Geysers, CA
(36.19, -118.17), mag = 1.90, depth = -2990.00, title = 18km SW of Olancha, CA
(33.97, -116.92), mag = 1.90, depth = -2940.00, title = 6km NW of Banning, CA
(36.02, -117.76), mag = 2.00, depth = -820.00, title = 16km NE of Little Lake, CA
(38.35, -122.39), mag = 2.00, depth = -7550.00, title = 6km SSW of Yountville, CA
(36.68, -121.33), mag = 2.00, depth = -5700.00, title = 12km S of Tres Pinos, CA
(34.23, -118.58), mag = 2.00, depth = -1500.00, title = 4km SE of Chatsworth, CA
(38.76, -122.43), mag = 2.00, depth = -7010.00, title = 12km ESE of Hidden Valley Lake, CA
(36.11, -117.87), mag = 2.00, depth = -1430.00, title = 10km NE of Coso Junction, CA
(33.78, -116.15), mag = 2.00, depth = -3330.00, title = 9km NE of Indio, CA
(36.45, -121.03), mag = 2.00, depth = -640.00, title = 13km SE of Pinnacles, CA
(38.81, -122.79), mag = 2.00, depth = -3060.00, title = 5km NW of The Geysers, CA
(35.78, -117.59), mag = 2.00, depth = -7070.00, title = 17km W of Searles Valley, CA
(36.19, -118.17), mag = 2.00, depth = -3440.00, title = 18km SW of Olancha, CA
(38.79, -122.74), mag = 2.00, depth = -1610.00, title = 3km NE of The Geysers, CA
(38.79, -122.77), mag = 2.10, depth = -950.00, title = 2km NW of The Geysers, CA
(35.68, -117.41), mag = 2.10, depth = -8540.00, title = 10km S of Searles Valley, CA
(36.61, -121.21), mag = 2.10, depth = -6440.00, title = 10km NW of Pinnacles, CA
(35.78, -117.60), mag = 2.10, depth = -6060.00, title = 18km W of Searles Valley, CA
(35.70, -117.59), mag = 2.10, depth = -9000.00, title = 12km NE of Ridgecrest, CA
(36.62, -121.22), mag = 2.10, depth = -5480.00, title = 12km NW of Pinnacles, CA
(35.65, -117.45), mag = 2.20, depth = -2530.00, title = 13km SSW of Searles Valley, CA
(35.67, -117.52), mag = 2.20, depth = -8630.00, title = 15km SW of Searles Valley, CA
(35.96, -117.52), mag = 2.20, depth = -2600.00, title = 24km NNW of Searles Valley, CA
(36.15, -120.79), mag = 2.20, depth = -3750.00, title = 18km NE of San Ardo, CA
(33.83, -116.17), mag = 2.20, depth = -7020.00, title = 13km NNE of Indio, CA
(36.19, -118.17), mag = 2.20, depth = -3520.00, title = 18km SW of Olancha, CA
(36.19, -118.17), mag = 2.20, depth = -3000.00, title = 18km SW of Olancha, CA
(36.50, -120.59), mag = 2.20, depth = -7130.00, title = 12km NE of New Idria, CA
(37.28, -121.65), mag = 2.30, depth = -5950.00, title = 16km N of Morgan Hill, CA
(35.63, -117.46), mag = 2.30, depth = -7550.00, title = 17km SSW of Searles Valley, CA
(33.78, -116.15), mag = 2.30, depth = -3240.00, title = 9km NE of Indio, CA
(36.11, -117.86), mag = 2.30, depth = -2110.00, title = 10km NE of Coso Junction, CA
(38.79, -122.74), mag = 2.30, depth = -1070.00, title = 2km NE of The Geysers, CA
(36.19, -118.17), mag = 2.30, depth = -3260.00, title = 18km SW of Olancha, CA
(40.36, -125.08), mag = 2.40, depth = -5470.00, title = 67km W of Petrolia, CA
(40.37, -125.05), mag = 2.40, depth = -4580.00, title = 65km W of Petrolia, CA
(38.83, -123.60), mag = 2.40, depth = -3820.00, title = 12km SE of Point Arena, CA
(35.65, -117.43), mag = 2.40, depth = -3540.00, title = 14km S of Searles Valley, CA
(36.61, -121.21), mag = 2.40, depth = -6510.00, title = 10km NW of Pinnacles, CA
(34.37, -116.14), mag = 2.40, depth = -1520.00, title = 26km NNW of Twentynine Palms, CA
(39.89, -123.30), mag = 2.40, depth = -8090.00, title = 12km NNW of Covelo, CA
(38.35, -119.31), mag = 2.40, depth = -3230.00, title = 12km NW of Bridgeport, CA
(40.41, -125.05), mag = 2.50, depth = -8200.00, title = 66km W of Petrolia, CA
(40.37, -125.07), mag = 2.50, depth = -2290.00, title = 67km W of Petrolia, CA
(40.54, -124.96), mag = 2.50, depth = -240.00, title = 59km W of Ferndale, CA
(38.81, -122.77), mag = 2.50, depth = -640.00, title = 3km NNW of The Geysers, CA
(38.83, -122.82), mag = 2.50, depth = -1380.00, title = 8km NW of The Geysers, CA
(35.81, -117.65), mag = 2.50, depth = -9580.00, title = 21km N of Ridgecrest, CA
(36.61, -121.21), mag = 2.60, depth = -6550.00, title = 10km NW of Pinnacles, CA
(40.40, -125.08), mag = 2.60, depth = -40.00, title = 68km W of Petrolia, CA
(36.60, -121.21), mag = 2.60, depth = -6770.00, title = 10km NW of Pinnacles, CA
(36.60, -121.21), mag = 2.60, depth = -6780.00, title = 10km NW of Pinnacles, CA
(40.40, -125.13), mag = 2.60, depth = -30.00, title = 72km W of Petrolia, CA
(40.37, -125.05), mag = 2.60, depth = -2320.00, title = 65km W of Petrolia, CA
(35.60, -117.40), mag = 2.80, depth = -8310.00, title = 18km S of Trona, CA
(39.48, -120.24), mag = 2.80, depth = -6380.00, title = 17km NNW of Truckee, CA
(38.80, -122.77), mag = 2.80, depth = -430.00, title = 3km NNW of The Geysers, CA
(36.61, -121.21), mag = 2.80, depth = -6690.00, title = 10km NW of Pinnacles, CA
(40.39, -125.05), mag = 2.90, depth = -150.00, title = 65km W of Petrolia, CA
(40.40, -125.01), mag = 2.90, depth = -300.00, title = 62km W of Petrolia, CA
(38.79, -122.81), mag = 3.00, depth = -3170.00, title = 5km WNW of The Geysers, CA
(40.41, -125.16), mag = 3.30, depth = -1850.00, title = 75km W of Petrolia, CA
(36.11, -117.86), mag = 3.40, depth = -2650.00, title = 11km NE of Coso Junction, CA
(39.48, -120.25), mag = 3.70, depth = -7870.00, title = 17km NNW of Truckee, CA
(40.57, -125.00), mag = 3.70, depth = -5630.00, title = 62km W of Ferndale, CA
(36.11, -117.86), mag = 3.70, depth = -2140.00, title = 11km NE of Coso Junction, CA
(36.11, -117.86), mag = 3.80, depth = -2250.00, title = 11km NE of Coso Junction, CA
(40.36, -125.14), mag = 4.90, depth = -7200.00, title = 73km W of Petrolia, CA
(40.39, -125.09), mag = 5.80, depth = -3190.00, title = 69km W of Petrolia, CA
(39.23, -120.20), mag = -0.10, depth = -7000.00, title = 10km S of Truckee, California
(39.16, -120.15), mag = -0.10, depth = -9700.00, title = 1km NNE of Sunnyside-Tahoe City, California
(39.39, -120.45), mag = 0.10, depth = -9300.00, title = 24km WNW of Truckee, California
(39.15, -120.16), mag = 0.10, depth = -8800.00, title = 0km NW of Sunnyside-Tahoe City, California
(37.24, -118.08), mag = 0.20, depth = -4400.00, title = 20km ENE of Big Pine, California
(36.26, -117.24), mag = 0.20, depth = 0.00, title = 56km NNE of Searles Valley, California
(37.33, -117.91), mag = 0.40, depth = -7600.00, title = 38km ENE of Big Pine, California
(39.58, -120.42), mag = 0.70, depth = -5100.00, title = 26km S of Portola, California
(39.23, -120.20), mag = 1.00, depth = -7700.00, title = 9km NNW of Sunnyside-Tahoe City, California
(36.73, -118.06), mag = 1.30, depth = 0.00, title = 13km N of Lone Pine, California
(39.62, -120.33), mag = 1.40, depth = -9200.00, title = 24km SSE of Portola, California
(61.42, -133.37), mag = 1.50, depth = -1000.00, title = 90km S of Faro, Canada
(47.72, -65.57), mag = 1.70, depth = -5000.00, title = 12km NNE of Bathurst, Canada
(45.61, -73.56), mag = 2.70, depth = -9880.00, title = 5km WSW of Montreal-Est, Canada
(32.78, 85.53), mag = 4.10, depth = -10000.00, title = 136km ENE of Luring, China
(32.69, 85.47), mag = 4.10, depth = -10000.00, title = 128km ENE of Luring, China
(32.88, 85.39), mag = 4.20, depth = -10000.00, title = 131km ENE of Luring, China
(36.14, 80.17), mag = 4.30, depth = -10000.00, title = 108km SSE of Hotan, China
(32.81, 85.61), mag = 5.30, depth = -10000.00, title = 145km ENE of Luring, China
(37.32, -104.51), mag = 1.10, depth = -5000.00, title = 16km N of Trinidad, Colorado
(37.32, -104.52), mag = 1.10, depth = -3660.00, title = 16km N of Trinidad, Colorado
(37.24, -104.57), mag = 1.20, depth = -5000.00, title = 10km NW of Trinidad, Colorado
(37.27, -104.57), mag = 1.70, depth = -9020.00, title = 12km NNW of Trinidad, Colorado
(37.26, -104.58), mag = 1.70, depth = -8210.00, title = 12km NW of Trinidad, Colorado
(1.09, -90.86), mag = 5.50, depth = -10000.00, title = 209km NNW of Puerto Ayora, Ecuador
(32.95, -82.65), mag = 2.40, depth = -9990.00, title = 4km SW of Davisboro, Georgia
(38.26, 22.92), mag = 4.30, depth = -10000.00, title = 5km W of Korini, Greece
(37.71, 21.38), mag = 4.40, depth = -10000.00, title = 6km SE of Kardamas, Greece
(-3.36, 146.23), mag = 4.70, depth = -10000.00, title = 188km SW of Lorengau, Papua New Guinea
(-3.33, 145.16), mag = 4.80, depth = -10000.00, title = 146km ENE of Angoram, Papua New Guinea
(-3.32, 145.32), mag = 5.20, depth = -10000.00, title = 161km ENE of Angoram, Papua New Guinea
(43.09, -71.64), mag = 1.90, depth = -5000.00, title = 7km E of Weare, New Hampshire
(19.36, -155.08), mag = 0.80, depth = -3960.00, title = 17km S of Fern Acres, Hawaii
(19.50, -155.44), mag = 0.90, depth = -1470.00, title = 22km WNW of Volcano, Hawaii
(19.51, -155.45), mag = 0.90, depth = -1370.00, title = 23km WNW of Volcano, Hawaii
(19.50, -155.45), mag = 0.90, depth = -670.00, title = 23km WNW of Volcano, Hawaii
(19.50, -155.45), mag = 1.00, depth = -20.00, title = 23km WNW of Volcano, Hawaii
(19.49, -155.44), mag = 1.00, depth = -480.00, title = 22km WNW of Volcano, Hawaii
(19.50, -155.44), mag = 1.00, depth = -250.00, title = 22km WNW of Volcano, Hawaii
(19.49, -155.43), mag = 1.10, depth = -8280.00, title = 21km WNW of Volcano, Hawaii
(19.40, -155.29), mag = 1.70, depth = -1190.00, title = 6km WSW of Volcano, Hawaii
(19.35, -155.11), mag = 1.70, depth = -2530.00, title = 15km SE of Volcano, Hawaii
(19.37, -155.48), mag = 1.70, depth = -8950.00, title = 18km N of Pahala, Hawaii
(19.37, -155.29), mag = 1.80, depth = -2110.00, title = 8km SW of Volcano, Hawaii
(19.51, -155.66), mag = 1.80, depth = -930.00, title = 22km ENE of Honaunau-Napoopoo, Hawaii
(19.18, -155.40), mag = 1.80, depth = -2900.00, title = 8km ESE of Pahala, Hawaii
(19.41, -155.29), mag = 1.80, depth = -550.00, title = 5km WSW of Volcano, Hawaii
(19.37, -155.08), mag = 1.90, depth = -880.00, title = 15km S of Fern Acres, Hawaii
(19.40, -155.26), mag = 2.00, depth = -1680.00, title = 4km SSW of Volcano, Hawaii
(19.39, -154.93), mag = 2.00, depth = -7860.00, title = 8km S of Leilani Estates, Hawaii
(19.42, -155.29), mag = 2.00, depth = -90.00, title = 5km WSW of Volcano, Hawaii
(19.40, -155.26), mag = 2.00, depth = -1000.00, title = 4km SW of Volcano, Hawaii
(19.41, -155.25), mag = 2.00, depth = -360.00, title = 3km SSW of Volcano, Hawaii
(19.20, -155.39), mag = 2.20, depth = -3720.00, title = 9km E of Pahala, Hawaii
(19.28, -155.84), mag = 2.30, depth = -6960.00, title = 19km S of Honaunau-Napoopoo, Hawaii
(19.51, -155.66), mag = 2.30, depth = -1110.00, title = 22km ENE of Honaunau-Napoopoo, Hawaii
(19.15, -155.38), mag = 2.30, depth = -3580.00, title = 12km ESE of Pahala, Hawaii
(19.33, -155.13), mag = 2.30, depth = -3290.00, title = 14km SE of Volcano, Hawaii
(19.78, -156.47), mag = 2.70, depth = -4520.00, title = 57km W of Kalaoa, Hawaii
(19.35, -155.04), mag = 2.80, depth = -4560.00, title = 17km S of Fern Acres, Hawaii
(41.95, -112.59), mag = 0.80, depth = -8550.00, title = 38km SW of Malad City, Idaho
(44.35, -115.90), mag = 1.40, depth = -4040.00, title = 21km SSE of Cascade, Idaho
(44.42, -114.11), mag = 1.50, depth = -8400.00, title = 13km SE of Challis, Idaho
(44.65, -113.82), mag = 1.50, depth = -8500.00, title = 36km ENE of Challis, Idaho
(44.63, -114.12), mag = 1.50, depth = -3840.00, title = 16km NNE of Challis, Idaho
(42.48, -111.41), mag = 1.70, depth = -5430.00, title = 20km NNW of Montpelier, Idaho
(42.44, -111.36), mag = 1.70, depth = -1700.00, title = 14km NNW of Montpelier, Idaho
(42.44, -111.35), mag = 1.70, depth = -4010.00, title = 13km NNW of Montpelier, Idaho
(44.63, -113.80), mag = 1.90, depth = -3930.00, title = 37km ENE of Challis, Idaho
(42.44, -111.36), mag = 1.90, depth = -6660.00, title = 14km NNW of Montpelier, Idaho
(42.65, -111.42), mag = 2.00, depth = -9350.00, title = 15km E of Soda Springs, Idaho
(42.46, -111.38), mag = 2.00, depth = -1850.00, title = 17km NNW of Montpelier, Idaho
(42.67, -111.45), mag = 2.00, depth = -4810.00, title = 12km E of Soda Springs, Idaho
(42.63, -111.40), mag = 2.60, depth = -10000.00, title = 16km E of Soda Springs, Idaho
(29.50, 52.16), mag = 4.20, depth = -10000.00, title = 38km WSW of Shiraz, Iran
(32.40, 48.87), mag = 4.70, depth = -10000.00, title = 39km N of Shushtar, Iran
(-56.15, 146.82), mag = 4.50, depth = -10000.00, title = West of Macquarie Island
(-9.72, 159.56), mag = 4.70, depth = -10000.00, title = 53km SW of Honiara, Solomon Islands
(-55.13, -35.72), mag = 4.90, depth = -10000.00, title = 107km SSE of Grytviken, South Georgia and the South Sandwich Islands
(26.31, 128.14), mag = 3.50, depth = -10000.00, title = 26km E of Haebaru, Japan
(24.87, 142.71), mag = 4.70, depth = -10000.00, title = 139km E of Iwo Jima, Japan
(39.78, -98.38), mag = 2.60, depth = -5000.00, title = 14km W of Mankato, Kansas
(39.79, -98.37), mag = 2.70, depth = -5000.00, title = 13km W of Mankato, Kansas
(31.69, -114.54), mag = 5.50, depth = -9980.00, title = 71km SE of Estacion Coahuila, B.C., MX
(44.57, -70.01), mag = 2.20, depth = -5520.00, title = 6km ENE of Chesterville, Maine
(20.58, -103.49), mag = 3.30, depth = -10000.00, title = 4km NW of Santa Anita, Mexico
(36.55, -89.65), mag = 0.80, depth = -8290.00, title = 5km SSW of Lilbourn, Missouri
(36.54, -89.65), mag = 1.10, depth = -7470.00, title = 5km SSW of Lilbourn, Missouri
(36.54, -89.65), mag = 1.40, depth = -7590.00, title = 5km SSW of Lilbourn, Missouri
(36.57, -89.64), mag = 2.00, depth = -8500.00, title = 3km SW of Lilbourn, Missouri
(36.53, -91.30), mag = 2.20, depth = -2940.00, title = 19km SSE of Alton, Missouri
(47.58, -114.22), mag = -0.70, depth = -7210.00, title = 7km WSW of Pablo, Montana
(45.84, -112.32), mag = -0.50, depth = -8320.00, title = 17km WSW of Whitehall, Montana
(47.74, -113.76), mag = -0.50, depth = -5330.00, title = 31km E of Polson, Montana
(45.38, -112.60), mag = -0.00, depth = -8730.00, title = 18km N of Dillon, Montana
(44.66, -110.91), mag = 0.10, depth = -8260.00, title = 15km E of West Yellowstone, Montana
(45.78, -111.88), mag = 0.10, depth = -5000.00, title = 19km ESE of Whitehall, Montana
(45.38, -112.62), mag = 0.10, depth = -8790.00, title = 18km N of Dillon, Montana
(45.73, -111.93), mag = 0.10, depth = -6260.00, title = 20km SE of Whitehall, Montana
(45.72, -112.16), mag = 0.40, depth = -5960.00, title = 16km SSW of Whitehall, Montana
(44.66, -110.92), mag = 0.40, depth = -9710.00, title = 14km E of West Yellowstone, Montana
(45.38, -112.56), mag = 0.40, depth = -5690.00, title = 19km NNE of Dillon, Montana
(45.95, -112.56), mag = 0.50, depth = -5470.00, title = 6km SSW of Butte, Montana
(45.39, -112.59), mag = 0.50, depth = -7630.00, title = 19km NNE of Dillon, Montana
(45.06, -111.76), mag = 0.50, depth = -7360.00, title = 29km SSE of Virginia City, Montana
(44.77, -110.96), mag = 0.50, depth = -7370.00, title = 16km NE of West Yellowstone, Montana
(44.83, -112.37), mag = 0.60, depth = -1430.00, title = 28km NE of Lima, Montana
(44.67, -110.90), mag = 0.60, depth = -6270.00, title = 15km E of West Yellowstone, Montana
(45.38, -112.59), mag = 0.80, depth = -8860.00, title = 18km NNE of Dillon, Montana
(45.38, -112.59), mag = 0.80, depth = -9600.00, title = 18km NNE of Dillon, Montana
(44.77, -110.87), mag = 0.80, depth = -3610.00, title = 21km ENE of West Yellowstone, Montana
(44.66, -110.92), mag = 0.80, depth = -9750.00, title = 14km E of West Yellowstone, Montana
(44.87, -111.48), mag = 0.80, depth = -8060.00, title = 37km NW of West Yellowstone, Montana
(44.66, -110.92), mag = 0.90, depth = -9140.00, title = 14km E of West Yellowstone, Montana
(44.77, -110.88), mag = 0.90, depth = -3410.00, title = 21km NE of West Yellowstone, Montana
(44.66, -110.91), mag = 1.00, depth = -9770.00, title = 15km E of West Yellowstone, Montana
(45.38, -112.58), mag = 1.00, depth = -8620.00, title = 18km NNE of Dillon, Montana
(44.86, -111.47), mag = 1.00, depth = -7570.00, title = 36km NW of West Yellowstone, Montana
(45.19, -112.77), mag = 1.00, depth = -9950.00, title = 10km WSW of Dillon, Montana
(46.03, -111.44), mag = 1.10, depth = -520.00, title = 17km NNE of Three Forks, Montana
(44.66, -110.91), mag = 1.10, depth = -9020.00, title = 15km E of West Yellowstone, Montana
(46.29, -111.07), mag = 1.20, depth = -870.00, title = 31km SSW of White Sulphur Springs, Montana
(45.38, -112.59), mag = 1.30, depth = -8800.00, title = 18km NNE of Dillon, Montana
(44.93, -112.58), mag = 1.40, depth = -9200.00, title = 32km S of Dillon, Montana
(44.76, -110.89), mag = 1.60, depth = -3940.00, title = 20km ENE of West Yellowstone, Montana
(46.54, -112.40), mag = 2.10, depth = -9020.00, title = 23km WSW of Helena West Side, Montana
(45.38, -112.60), mag = 2.30, depth = -6400.00, title = 18km N of Dillon, Montana
(36.76, -116.27), mag = -0.50, depth = -8100.00, title = 46km ESE of Beatty, Nevada
(36.64, -116.91), mag = -0.50, depth = -4800.00, title = 32km SSW of Beatty, Nevada
(38.17, -118.36), mag = -0.30, depth = -100.00, title = 45km SSE of Hawthorne, Nevada
(38.21, -118.38), mag = -0.20, depth = 0.00, title = 41km SSE of Hawthorne, Nevada
(38.17, -118.37), mag = -0.20, depth = -3200.00, title = 44km SSE of Hawthorne, Nevada
(38.13, -118.37), mag = -0.20, depth = -9900.00, title = 49km SSE of Hawthorne, Nevada
(38.13, -118.35), mag = -0.20, depth = 0.00, title = 50km SSE of Hawthorne, Nevada
(39.67, -119.89), mag = -0.20, depth = -7200.00, title = 5km NW of Lemmon Valley, Nevada
(39.55, -120.11), mag = -0.20, depth = -4200.00, title = 10km WNW of Verdi, Nevada
(36.62, -117.05), mag = -0.10, depth = -9500.00, title = 41km SW of Beatty, Nevada
(38.13, -118.36), mag = -0.10, depth = -8900.00, title = 49km SSE of Hawthorne, Nevada
(36.88, -115.95), mag = -0.10, depth = -7100.00, title = 72km E of Beatty, Nevada
(38.13, -118.37), mag = -0.10, depth = -9500.00, title = 49km SSE of Hawthorne, Nevada
(38.12, -118.34), mag = -0.10, depth = -1800.00, title = 51km SSE of Hawthorne, Nevada
(38.20, -118.41), mag = -0.10, depth = -5500.00, title = 40km SSE of Hawthorne, Nevada
(38.19, -118.36), mag = -0.10, depth = 0.00, title = 43km SSE of Hawthorne, Nevada
(38.10, -118.33), mag = 0.00, depth = 0.00, title = 53km SSE of Hawthorne, Nevada
(38.09, -118.32), mag = 0.00, depth = 0.00, title = 54km SSE of Hawthorne, Nevada
(38.13, -118.36), mag = 0.00, depth = -7600.00, title = 49km SSE of Hawthorne, Nevada
(39.77, -120.10), mag = 0.00, depth = -8900.00, title = 14km NW of Cold Springs, Nevada
(36.86, -115.97), mag = 0.00, depth = -4900.00, title = 70km E of Beatty, Nevada
(36.72, -116.06), mag = 0.10, depth = -3900.00, title = 57km N of Pahrump, Nevada
(38.13, -118.37), mag = 0.10, depth = -8700.00, title = 48km SSE of Hawthorne, Nevada
(38.14, -118.37), mag = 0.10, depth = -9500.00, title = 47km SSE of Hawthorne, Nevada
(38.13, -118.37), mag = 0.10, depth = -9900.00, title = 48km SSE of Hawthorne, Nevada
(38.11, -118.34), mag = 0.10, depth = -7700.00, title = 52km SSE of Hawthorne, Nevada
(36.74, -116.20), mag = 0.10, depth = -5300.00, title = 52km ESE of Beatty, Nevada
(38.14, -118.36), mag = 0.20, depth = -5500.00, title = 48km SSE of Hawthorne, Nevada
(38.13, -118.34), mag = 0.20, depth = 0.00, title = 50km SSE of Hawthorne, Nevada
(38.10, -118.34), mag = 0.20, depth = 0.00, title = 53km SSE of Hawthorne, Nevada
(37.08, -116.74), mag = 0.20, depth = -7600.00, title = 19km N of Beatty, Nevada
(36.56, -116.38), mag = 0.30, depth = -6700.00, title = 51km SE of Beatty, Nevada
(38.31, -118.74), mag = 0.30, depth = -5300.00, title = 25km SSW of Hawthorne, Nevada
(38.12, -118.35), mag = 0.30, depth = 0.00, title = 50km SSE of Hawthorne, Nevada
(38.11, -118.35), mag = 0.30, depth = -3300.00, title = 51km SSE of Hawthorne, Nevada
(36.86, -116.21), mag = 0.30, depth = -5100.00, title = 49km E of Beatty, Nevada
(37.16, -117.37), mag = 0.30, depth = -7800.00, title = 60km WNW of Beatty, Nevada
(38.15, -118.37), mag = 0.30, depth = -9100.00, title = 47km SSE of Hawthorne, Nevada
(38.11, -118.35), mag = 0.30, depth = 0.00, title = 51km SSE of Hawthorne, Nevada
(38.35, -118.31), mag = 0.40, depth = -5800.00, title = 33km SE of Hawthorne, Nevada
(38.13, -118.35), mag = 0.40, depth = -6200.00, title = 49km SSE of Hawthorne, Nevada
(38.14, -118.37), mag = 0.40, depth = -8900.00, title = 47km SSE of Hawthorne, Nevada
(37.37, -117.19), mag = 0.40, depth = -9700.00, title = 37km S of Goldfield, Nevada
(39.67, -119.89), mag = 0.40, depth = -6800.00, title = 5km NW of Lemmon Valley, Nevada
(38.14, -118.37), mag = 0.50, depth = -7000.00, title = 48km SSE of Hawthorne, Nevada
(38.12, -118.35), mag = 0.50, depth = -4700.00, title = 51km SSE of Hawthorne, Nevada
